system:index,date,.geo
545,2016-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
546,2016-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
547,2016-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
548,2016-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
549,2016-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
550,2016-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
551,2016-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
552,2016-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
553,2016-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
554,2016-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
555,2016-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
556,2016-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
557,2016-10-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
558,2016-11-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
559,2016-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
560,2016-12-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
561,2017-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
562,2017-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
563,2017-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
564,2017-02-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
565,2017-02-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
566,2017-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
567,2017-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
568,2017-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
569,2017-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
570,2017-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
571,2017-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
572,2017-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
573,2017-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
574,2017-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
575,2017-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
576,2017-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
577,2017-07-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
578,2017-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
579,2017-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
580,2017-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
581,2017-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
582,2017-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
583,2017-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
584,2017-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
585,2017-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
586,2017-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
587,2017-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
588,2017-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
589,2017-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
590,2018-01-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
591,2018-01-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
592,2018-01-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
593,2018-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
594,2018-03-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
595,2018-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
596,2018-03-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
597,2018-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
598,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
599,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
600,2018-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
601,2018-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
602,2018-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
603,2018-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
604,2018-06-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
605,2018-07-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
606,2018-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
607,2018-08-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
608,2018-08-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
609,2018-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
610,2018-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
611,2018-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
612,2018-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
613,2018-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
614,2018-10-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
615,2018-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
616,2018-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
617,2018-11-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
618,2018-11-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
619,2018-11-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
620,2018-11-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
621,2018-12-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
622,2018-12-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
623,2018-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
624,2019-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
625,2019-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
626,2019-01-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
627,2019-02-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
628,2019-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
629,2019-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
630,2019-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
631,2019-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
632,2019-03-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
633,2019-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
634,2019-04-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
635,2019-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
636,2019-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
637,2019-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
638,2019-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
639,2019-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
640,2019-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
641,2019-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
642,2019-07-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
643,2019-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
644,2019-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
645,2019-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
646,2019-08-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
647,2019-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
648,2019-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
649,2019-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
650,2019-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
651,2019-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
652,2019-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
653,2019-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
654,2019-10-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
655,2019-10-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
656,2019-10-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
657,2019-11-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
658,2019-11-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
659,2019-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
660,2019-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
661,2019-12-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
662,2019-12-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
663,2019-12-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
664,2020-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
665,2020-01-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
666,2020-02-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
667,2020-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
668,2020-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
669,2020-02-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
670,2020-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
671,2020-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
672,2020-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
673,2020-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
674,2020-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
675,2020-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
676,2020-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
677,2020-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
678,2020-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
679,2020-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
680,2020-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
681,2020-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
682,2020-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
683,2020-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
684,2020-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
685,2020-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
686,2020-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
687,2020-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
688,2020-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
689,2020-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
690,2020-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
691,2020-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
692,2020-11-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
693,2020-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
694,2020-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
695,2020-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
696,2021-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
697,2021-01-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
698,2021-02-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
699,2021-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
700,2021-04-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
701,2021-04-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
702,2021-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
703,2021-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
704,2021-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
705,2021-06-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
706,2021-06-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
707,2021-06-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
708,2021-07-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
709,2021-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
710,2021-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
711,2021-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
712,2021-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
713,2021-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
714,2021-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
715,2021-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
716,2021-10-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
717,2021-11-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
718,2021-11-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
719,2021-12-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
720,2021-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
721,2022-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
722,2022-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
723,2022-01-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
724,2022-02-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
725,2022-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
726,2022-03-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
727,2022-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
728,2022-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
729,2022-04-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
730,2022-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
731,2022-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
732,2022-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
733,2022-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
734,2022-06-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
735,2022-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
736,2022-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
737,2022-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
738,2022-10-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
739,2022-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
740,2022-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
741,2022-11-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
742,2022-11-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
743,2022-11-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
744,2022-11-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
745,2022-12-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
746,2023-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
747,2023-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
748,2023-01-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
749,2023-02-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
750,2023-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
751,2023-02-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
752,2023-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
753,2023-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
754,2023-04-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
755,2023-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
756,2023-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
757,2023-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
758,2023-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
759,2023-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
760,2023-06-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
761,2023-07-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
762,2023-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
763,2023-08-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
764,2023-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
765,2023-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
766,2023-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
767,2023-09-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
768,2023-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
769,2023-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
770,2023-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
771,2023-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
772,2023-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
773,2023-11-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
774,2023-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
775,2023-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
776,2023-12-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
777,2024-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
778,2024-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
779,2024-02-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
780,2024-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
781,2024-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
782,2024-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
783,2024-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
784,2024-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
785,2024-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
786,2024-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
787,2024-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
788,2024-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
789,2024-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
790,2024-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
791,2024-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
792,2024-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
793,2024-07-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
794,2024-08-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
795,2024-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
796,2024-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
797,2024-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
798,2024-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
799,2024-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
800,2024-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
801,2024-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
802,2024-10-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
803,2024-11-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
804,2024-11-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
805,2024-11-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
806,2024-12-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
807,2024-12-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
808,2024-12-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
809,2024-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
810,2025-01-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
811,2025-02-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
812,2025-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
813,2025-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
814,2025-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
815,2025-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
816,2025-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
817,2025-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
